fruit_type,freshness,temp_c,humidity_pct,mq135_co2_ppm,mq3_alcohol_ppm,mq4_methane_ppm,mq137_ammonia_ppm,mq138_benzene_ppm,spoilage_index
Banana,Moderately Fresh,18.5,50.8,388.9,80.1,40.5,11.3,41.8,0.64
Banana,Spoiled,29.7,70.1,1885.4,1156.0,289.8,111.6,257.7,0.937
Orange,Fresh,24.8,77.7,221.1,13.2,7.0,0.8,6.1,0.102
Orange,Fresh,28.2,53.8,214.8,18.4,21.1,3.9,7.0,0.226
Orange,Moderately Fresh,20.7,76.2,454.6,63.4,21.1,10.3,17.4,0.277
Banana,Moderately Fresh,29.1,86.0,493.7,87.8,46.5,12.1,52.2,0.339
Banana,Moderately Fresh,18.1,66.9,332.2,74.0,45.5,11.0,25.5,0.418
Apple,Fresh,15.1,61.4,122.3,18.4,10.2,1.1,5.1,0.169
Orange,Spoiled,22.8,76.8,2010.5,1078.4,254.0,92.3,227.5,0.867
Orange,Fresh,15.0,78.6,106.0,11.1,8.5,2.5,4.5,0.148
Orange,Fresh,31.9,81.2,181.9,32.6,10.5,5.5,4.8,0.035
Banana,Fresh,24.7,65.4,169.3,19.7,12.4,2.6,5.1,0.21
Apple,Spoiled,28.9,78.9,1707.7,1200.1,281.8,100.9,170.7,0.75
Orange,Moderately Fresh,20.0,65.8,440.9,56.9,16.6,12.9,26.1,0.461
Banana,Spoiled,12.2,63.2,1354.2,706.2,198.0,73.8,200.1,0.845
Apple,Fresh,28.1,63.9,182.1,21.0,12.0,1.5,5.1,0.211
Banana,Fresh,14.7,56.9,150.6,21.7,8.0,2.0,3.7,0.062
Orange,Moderately Fresh,22.5,79.7,360.2,85.0,33.8,10.3,15.7,0.361
Orange,Fresh,22.9,51.0,178.4,29.7,11.9,2.5,6.5,0.097
Orange,Fresh,31.8,63.1,201.0,38.9,15.5,4.3,7.4,0.176
Banana,Fresh,12.0,66.1,105.7,11.4,7.0,4.3,3.7,0.011
Banana,Moderately Fresh,24.2,62.6,537.4,92.9,55.3,8.1,30.0,0.606
Banana,Moderately Fresh,21.5,68.4,422.1,73.9,47.6,10.4,33.4,0.485
Banana,Moderately Fresh,12.5,85.8,496.3,78.4,49.0,7.1,36.9,0.374
Banana,Moderately Fresh,19.7,82.8,378.0,70.0,49.2,8.8,34.3,0.432
Banana,Spoiled,31.3,55.0,1909.2,992.9,319.5,112.2,157.3,0.941
Banana,Moderately Fresh,14.5,54.6,421.9,64.1,29.8,9.5,29.9,0.563
Orange,Moderately Fresh,15.6,83.0,349.9,56.4,24.2,10.2,22.4,0.58
Banana,Moderately Fresh,28.4,66.6,471.7,87.8,61.5,11.9,45.2,0.477
Banana,Moderately Fresh,25.7,55.3,501.7,67.4,53.5,10.1,34.6,0.279
Banana,Moderately Fresh,22.8,57.6,473.2,96.8,53.1,10.0,42.2,0.39
Apple,Moderately Fresh,25.1,50.5,616.1,91.4,13.8,8.3,23.7,0.641
Banana,Fresh,26.8,74.9,249.6,27.3,13.1,2.3,6.0,0.195
Orange,Fresh,30.2,66.4,270.6,25.5,11.0,3.5,3.5,0.216
Apple,Spoiled,30.3,69.1,1789.3,1112.8,317.3,82.2,167.2,0.878
Orange,Moderately Fresh,23.6,61.3,335.1,70.5,16.6,11.4,21.6,0.296
Apple,Spoiled,29.8,67.3,1947.9,1058.2,300.8,89.4,167.8,0.741
Orange,Fresh,22.9,66.4,169.4,22.9,13.4,2.7,9.4,0.117
Banana,Spoiled,15.1,85.4,1247.1,876.6,200.0,88.5,180.8,0.735
Orange,Moderately Fresh,28.1,71.9,647.6,119.1,21.3,13.9,22.2,0.332
Banana,Fresh,19.3,58.8,175.6,21.6,10.3,3.7,4.9,0.226
Apple,Fresh,21.8,57.9,193.5,16.2,10.9,1.4,5.2,0.058
Orange,Spoiled,20.3,70.4,1535.3,844.3,238.0,104.6,245.7,0.777
Banana,Moderately Fresh,14.3,83.0,411.7,54.0,39.3,7.1,31.1,0.388
Banana,Fresh,20.1,70.8,197.6,25.7,11.9,4.5,6.1,0.197
Apple,Moderately Fresh,17.8,67.2,369.9,56.9,14.3,12.6,21.4,0.535
Orange,Moderately Fresh,29.8,85.3,603.4,83.6,24.1,12.0,25.1,0.554
Banana,Fresh,29.4,85.6,205.9,31.0,10.4,4.5,7.2,0.067
Orange,Moderately Fresh,15.0,83.1,347.0,71.5,20.9,6.8,18.8,0.346
Apple,Moderately Fresh,17.1,60.9,415.0,62.7,18.7,10.3,16.3,0.482
Banana,Spoiled,21.3,70.4,1768.1,864.2,218.8,72.7,211.1,0.773
Apple,Spoiled,14.5,58.2,1374.4,508.8,166.4,81.4,192.2,0.83
Banana,Moderately Fresh,15.7,83.3,538.3,57.9,46.7,10.0,33.7,0.383
Banana,Fresh,19.0,85.0,159.7,15.3,9.5,3.0,2.5,0.185
Apple,Spoiled,28.3,88.0,1337.8,1024.1,251.2,114.3,211.1,0.825
Orange,Spoiled,23.3,70.7,1710.2,493.1,244.4,86.3,192.2,0.711
Banana,Moderately Fresh,12.7,69.3,317.7,76.6,40.8,7.0,28.2,0.275
Orange,Fresh,13.9,83.1,130.8,16.8,13.3,1.9,4.3,0.065
Orange,Fresh,26.3,60.6,222.3,31.8,6.1,4.1,5.6,0.205
Orange,Moderately Fresh,13.5,57.3,369.7,62.5,22.4,11.7,17.4,0.64
Orange,Moderately Fresh,27.0,73.9,441.7,49.4,23.5,11.7,24.4,0.54
Apple,Spoiled,31.0,55.4,1640.7,1014.8,260.2,121.6,210.1,0.753
Apple,Fresh,20.2,66.2,227.8,17.6,9.6,3.8,4.5,0.115
Banana,Fresh,16.8,85.2,183.1,19.0,9.0,3.4,4.6,0.231
Apple,Spoiled,26.6,75.9,1595.3,1165.0,392.6,86.0,244.5,0.953
Orange,Fresh,25.6,51.5,148.7,24.8,10.4,3.6,7.1,0.217
Apple,Fresh,30.8,82.3,237.4,28.4,10.8,4.5,8.3,0.014
Banana,Fresh,12.7,65.7,158.9,17.3,9.5,3.5,1.4,0.173
Apple,Spoiled,28.1,77.7,2450.4,970.7,267.2,90.9,134.5,0.949
Orange,Moderately Fresh,26.5,66.1,477.6,89.5,24.6,12.7,19.5,0.569
Orange,Fresh,13.2,62.6,186.9,15.8,10.6,3.5,5.8,0.22
Orange,Spoiled,24.0,55.0,1314.3,1041.3,363.1,95.0,215.8,0.665
Apple,Spoiled,13.8,85.7,1384.4,640.9,163.2,66.6,131.5,0.795
Orange,Fresh,28.6,50.1,187.7,25.0,12.1,1.7,6.0,0.017
Banana,Spoiled,16.7,67.4,1551.2,810.7,284.4,69.4,187.0,0.803
Apple,Fresh,14.2,79.9,138.4,11.3,9.1,2.8,4.7,0.215
Banana,Moderately Fresh,18.8,66.3,478.2,73.2,47.1,11.7,35.8,0.59
Apple,Moderately Fresh,19.3,62.9,422.7,53.9,22.3,12.0,26.1,0.545
Apple,Spoiled,30.0,54.1,1621.3,1009.2,257.1,88.2,243.7,0.901
Apple,Fresh,27.2,69.2,135.8,28.2,11.1,3.7,5.5,0.228
Apple,Spoiled,14.1,79.2,1173.6,1023.6,252.8,81.4,168.5,0.683
Banana,Spoiled,26.4,70.6,1414.1,861.8,274.8,101.5,268.7,0.71
Banana,Moderately Fresh,20.4,61.8,447.7,77.3,43.5,5.4,30.5,0.538
Banana,Moderately Fresh,24.6,68.5,520.6,45.8,48.5,10.6,45.6,0.284
Orange,Moderately Fresh,19.2,66.4,493.8,57.3,26.5,10.2,21.1,0.45
Apple,Fresh,23.3,71.9,257.9,16.5,12.0,1.9,7.5,0.08
Banana,Spoiled,19.5,71.7,1482.2,767.4,243.4,90.5,121.3,0.927
Apple,Spoiled,23.1,50.4,1782.5,985.2,241.8,118.5,204.1,0.87
Orange,Moderately Fresh,27.2,53.8,553.5,71.8,29.1,13.1,26.2,0.581
Banana,Fresh,23.7,62.7,195.2,12.5,9.5,3.1,7.9,0.15
Banana,Moderately Fresh,25.9,65.3,557.7,62.7,49.6,10.3,47.6,0.545
Apple,Moderately Fresh,31.3,78.2,475.3,101.0,27.2,11.4,28.1,0.527
Banana,Fresh,18.9,60.9,179.4,20.3,9.0,1.3,5.2,0.107
Banana,Fresh,30.7,55.9,228.7,19.0,11.3,4.8,8.0,0.118
Apple,Moderately Fresh,22.1,65.6,526.2,83.7,31.5,9.1,27.5,0.569
Banana,Fresh,19.5,76.8,186.7,23.7,9.3,0.5,5.7,0.232
Orange,Moderately Fresh,18.5,62.9,442.3,84.4,25.8,14.1,15.1,0.305
Apple,Moderately Fresh,28.7,66.1,590.7,67.4,38.5,12.6,32.6,0.404
Apple,Spoiled,15.1,51.3,1436.3,745.0,204.2,76.9,170.0,0.88
Banana,Moderately Fresh,28.4,89.3,623.5,78.1,58.3,4.9,42.0,0.415
Banana,Spoiled,24.5,84.2,1854.4,794.3,282.6,107.4,187.9,0.975
Orange,Moderately Fresh,26.5,82.2,459.3,83.3,36.5,14.6,26.8,0.625
Banana,Spoiled,22.1,89.7,1749.0,818.1,310.1,78.4,157.7,0.682
Banana,Fresh,20.9,76.5,174.3,21.8,11.4,4.2,1.4,0.016
Banana,Spoiled,26.7,56.4,1382.9,832.3,220.7,77.6,222.4,0.727
Banana,Fresh,28.5,58.6,175.3,23.2,11.8,4.5,6.5,0.124
Orange,Fresh,21.6,57.9,197.5,25.1,11.0,4.6,4.9,0.084
Orange,Spoiled,24.3,63.7,1611.7,1220.8,270.5,89.1,197.3,0.812
Orange,Spoiled,28.8,81.7,1825.8,905.7,372.5,115.4,230.2,0.677
Apple,Spoiled,25.4,86.2,1488.8,975.6,285.4,98.6,125.2,0.673
Apple,Fresh,29.6,84.4,226.5,18.8,7.5,4.9,2.3,0.229
Orange,Spoiled,25.0,57.4,1487.9,868.9,346.3,96.7,244.8,0.723
Apple,Moderately Fresh,25.5,59.9,500.7,72.3,30.4,9.6,21.5,0.621
Orange,Fresh,31.4,60.0,181.4,21.3,9.8,1.6,6.3,0.14
Orange,Spoiled,30.5,84.7,1526.4,881.0,284.9,110.4,224.4,0.842
Orange,Fresh,21.2,77.2,166.6,21.1,7.6,4.0,4.7,0.167
Banana,Fresh,29.8,60.6,241.4,13.8,17.6,2.3,4.5,0.128
Orange,Moderately Fresh,30.8,84.4,473.6,95.1,26.0,12.4,22.5,0.443
Apple,Spoiled,30.9,76.5,1552.1,1167.9,274.1,103.9,214.6,0.77
Apple,Moderately Fresh,12.5,79.1,408.4,60.2,19.0,8.5,14.9,0.374
Apple,Fresh,26.8,67.7,240.5,24.6,7.5,4.2,7.9,0.114
Orange,Moderately Fresh,23.1,66.5,366.8,66.8,21.4,14.7,20.9,0.462
Orange,Spoiled,15.6,60.5,1284.3,854.9,197.9,86.5,127.9,0.746
Apple,Fresh,21.6,56.6,214.4,29.1,6.6,3.2,9.3,0.173
Banana,Moderately Fresh,17.5,51.1,617.9,59.0,49.9,7.8,32.8,0.323
Apple,Fresh,29.7,81.3,166.0,23.1,12.6,3.4,3.9,0.243
Banana,Fresh,24.1,79.7,196.5,24.0,8.3,2.2,7.2,0.018
Orange,Moderately Fresh,25.3,77.3,403.5,81.7,28.1,8.0,12.4,0.317
Apple,Spoiled,14.3,55.6,1562.8,763.6,192.0,100.8,158.2,0.792
Orange,Spoiled,15.5,89.5,1678.2,673.1,204.2,75.4,119.9,0.983
Orange,Fresh,30.8,62.7,244.7,29.4,7.1,2.9,5.2,0.099
Banana,Spoiled,13.2,54.7,1054.8,818.9,223.5,77.4,155.7,0.982
Apple,Moderately Fresh,17.4,79.6,344.1,71.3,24.4,12.0,13.6,0.396
Apple,Moderately Fresh,18.5,77.8,517.6,61.9,21.7,7.9,11.8,0.609
Banana,Spoiled,25.3,64.0,1418.6,828.6,226.4,90.8,247.6,0.987
Orange,Fresh,23.4,70.1,181.8,28.5,11.8,3.2,4.2,0.081
Banana,Moderately Fresh,13.8,57.9,374.7,80.2,51.3,9.7,32.8,0.442
Apple,Spoiled,23.5,53.8,1904.4,714.1,281.6,91.9,228.9,0.875
Orange,Spoiled,27.2,57.2,2001.4,1122.0,358.1,97.7,242.2,0.833
Apple,Spoiled,21.0,63.7,1395.0,778.3,219.9,85.2,250.2,0.922
Apple,Fresh,23.9,85.5,178.3,25.0,8.7,2.9,6.3,0.087
Apple,Moderately Fresh,30.4,83.8,505.7,82.6,29.8,12.6,16.9,0.397
Banana,Spoiled,31.1,57.0,2184.1,1039.3,308.8,79.9,238.0,0.923
Apple,Moderately Fresh,28.4,63.7,390.5,69.5,31.3,13.7,15.1,0.634
Orange,Fresh,29.7,84.6,167.6,17.5,12.2,3.1,4.1,0.074
Apple,Moderately Fresh,28.4,77.8,465.6,68.9,29.1,8.7,27.6,0.472
Banana,Moderately Fresh,26.6,87.8,494.7,69.0,47.6,9.4,46.3,0.514
Apple,Moderately Fresh,27.3,65.0,495.3,66.4,30.0,13.2,25.8,0.619
Banana,Fresh,26.3,57.1,197.7,25.5,12.3,3.0,5.9,0.155
Orange,Fresh,12.2,55.4,145.8,18.3,9.9,0.8,3.2,0.142
Orange,Fresh,25.8,89.6,185.4,26.8,8.8,3.4,7.6,0.217
Apple,Spoiled,17.3,80.2,1471.2,518.4,198.7,76.0,123.5,0.895
Apple,Fresh,31.1,58.1,257.6,25.0,15.0,4.5,9.1,0.175
Apple,Spoiled,30.6,56.2,1711.1,974.6,277.5,112.1,194.1,0.73
Banana,Spoiled,21.5,79.6,1695.0,627.6,209.8,100.2,193.7,0.966
Apple,Moderately Fresh,13.3,65.4,501.7,39.8,23.9,8.0,12.9,0.566
Apple,Fresh,25.0,55.4,210.5,9.2,11.4,3.0,3.5,0.204
Banana,Spoiled,25.1,69.9,1586.2,841.9,256.6,82.9,213.1,0.896
Orange,Fresh,25.6,51.8,190.1,16.2,12.2,3.6,4.9,0.174
Banana,Spoiled,31.3,66.2,2479.2,1009.7,265.6,116.3,171.9,0.808
Orange,Moderately Fresh,31.2,61.0,571.9,110.8,32.2,16.4,29.6,0.532
Orange,Fresh,27.2,73.7,201.0,23.3,6.2,3.2,4.9,0.061
Banana,Moderately Fresh,18.4,51.4,363.7,68.8,39.2,12.0,23.7,0.63
Banana,Spoiled,12.6,67.4,1364.6,591.0,186.1,66.8,157.0,0.951
Banana,Fresh,23.5,80.0,252.0,11.1,10.4,2.6,5.7,0.009
Banana,Moderately Fresh,20.9,68.6,497.3,72.0,44.8,11.0,42.7,0.467
Apple,Moderately Fresh,29.4,84.2,520.1,62.7,20.2,11.1,27.0,0.605
Banana,Spoiled,21.3,62.3,1738.1,856.3,233.3,79.7,208.1,0.665
Orange,Moderately Fresh,22.3,78.7,445.5,61.4,36.1,12.3,14.7,0.273
Orange,Moderately Fresh,12.2,83.2,400.8,69.7,18.4,8.4,12.6,0.407
Banana,Moderately Fresh,20.9,53.8,364.1,46.9,40.8,9.5,35.0,0.62
Banana,Fresh,28.8,76.7,171.2,28.7,8.9,3.4,5.0,0.054
Banana,Fresh,25.2,77.5,235.7,21.9,11.1,3.6,8.3,0.14
Orange,Moderately Fresh,30.7,82.4,550.2,91.1,34.5,8.7,32.6,0.518
Banana,Spoiled,15.0,88.3,1510.6,799.4,154.8,55.3,161.0,0.932
Banana,Moderately Fresh,19.8,78.6,378.2,65.7,44.9,13.3,37.4,0.391
Apple,Spoiled,21.4,76.0,1318.0,929.6,252.2,74.8,240.8,0.77
Apple,Spoiled,23.3,82.2,1670.6,638.8,186.9,100.2,209.8,0.704
Banana,Fresh,13.7,83.7,149.3,18.6,9.6,1.9,6.9,0.223
Apple,Fresh,20.7,70.1,142.3,17.6,8.4,4.1,7.0,0.247
Orange,Spoiled,17.1,79.8,1364.5,954.7,250.0,66.2,153.2,0.754
Apple,Spoiled,19.4,70.8,1744.7,1016.2,249.3,73.1,170.9,0.933
Banana,Spoiled,19.5,72.2,1399.3,786.4,219.8,84.2,178.0,0.906
Orange,Moderately Fresh,27.1,60.2,497.5,99.1,24.7,8.2,14.0,0.311
Orange,Moderately Fresh,26.0,85.0,525.9,97.0,40.1,11.6,14.4,0.633
Apple,Fresh,12.2,72.6,121.6,14.4,8.7,1.4,6.3,0.211
Banana,Moderately Fresh,27.1,82.4,519.0,84.2,48.7,16.3,34.0,0.313
Orange,Moderately Fresh,27.2,65.9,548.5,70.9,18.9,8.5,28.8,0.474
Banana,Fresh,28.7,72.5,229.1,29.1,11.5,1.9,6.9,0.143
Banana,Spoiled,25.5,81.5,1670.1,752.5,288.9,74.4,176.0,0.814
Banana,Fresh,19.7,82.9,164.6,25.8,10.7,5.1,4.4,0.216
Orange,Fresh,14.6,81.5,127.1,20.3,10.2,2.2,5.1,0.09
Banana,Moderately Fresh,31.4,73.5,452.2,69.3,55.1,12.9,52.7,0.387
Banana,Fresh,24.5,60.2,211.0,20.4,13.8,2.0,7.0,0.103
Banana,Spoiled,12.7,78.7,1073.2,680.1,260.5,56.7,135.9,0.872
Orange,Spoiled,29.2,55.4,2024.2,1172.2,209.4,94.8,165.3,0.988
Apple,Fresh,17.3,77.4,218.6,16.1,13.2,3.4,3.5,0.242
Apple,Moderately Fresh,13.8,79.1,367.5,76.0,17.8,6.6,16.3,0.328
Apple,Fresh,31.5,78.8,231.8,13.8,18.7,1.9,6.9,0.176
Orange,Spoiled,30.2,88.9,1593.4,1042.9,271.4,119.7,209.3,0.728
Banana,Moderately Fresh,16.2,72.1,390.7,73.9,31.2,12.7,35.3,0.48
Banana,Fresh,31.3,54.9,227.7,24.4,12.1,3.3,6.1,0.002
Banana,Fresh,27.9,85.7,133.1,8.3,12.4,2.5,2.6,0.076
Apple,Moderately Fresh,16.3,83.8,420.9,61.4,25.7,10.4,16.5,0.346
Orange,Spoiled,31.3,64.5,1452.7,1059.5,294.7,120.6,210.2,0.933
Apple,Spoiled,23.1,60.4,1941.8,728.1,266.2,115.8,192.3,0.968
Banana,Fresh,14.2,63.5,148.6,13.6,6.6,4.6,3.0,0.032
Apple,Moderately Fresh,23.8,86.3,409.9,51.2,35.7,8.5,19.2,0.546
Apple,Moderately Fresh,24.4,56.0,495.8,101.5,38.4,14.7,22.1,0.324
Orange,Fresh,29.2,73.7,176.2,10.9,10.2,6.5,5.0,0.196
Banana,Fresh,22.4,51.5,134.3,23.9,9.0,1.8,5.2,0.201
Banana,Fresh,16.9,81.0,184.1,12.6,9.3,3.9,4.7,0.174
Apple,Moderately Fresh,26.0,82.5,271.2,59.0,33.2,10.7,18.0,0.573
Orange,Fresh,21.6,64.6,111.6,13.4,14.7,4.2,7.0,0.067
Apple,Fresh,25.1,73.8,217.2,15.6,8.2,2.4,4.3,0.018
Apple,Moderately Fresh,13.4,59.2,275.8,79.3,24.2,9.2,22.1,0.375
Orange,Fresh,13.2,82.4,182.2,18.1,5.9,3.8,3.9,0.033
Banana,Moderately Fresh,21.8,80.4,417.5,85.5,52.9,13.0,31.2,0.635
Banana,Moderately Fresh,30.3,71.5,665.9,79.7,61.0,8.7,43.9,0.402
Banana,Fresh,14.4,54.4,83.9,16.6,8.6,2.9,3.9,0.192
Banana,Moderately Fresh,30.9,63.6,560.6,78.1,58.4,10.1,35.6,0.576
Orange,Fresh,31.1,65.5,223.0,14.7,12.0,4.0,9.2,0.043
Apple,Fresh,26.3,71.9,269.0,22.4,11.1,2.7,4.4,0.202
Apple,Fresh,26.4,84.4,204.5,18.0,11.7,3.0,5.0,0.111
Apple,Spoiled,20.3,53.5,1714.4,680.4,332.4,85.7,209.7,0.677
Orange,Spoiled,19.7,68.0,1701.5,1071.5,240.7,83.7,189.0,0.933
Banana,Moderately Fresh,12.4,67.5,418.9,84.0,39.6,11.1,31.5,0.576
Banana,Fresh,12.6,73.4,186.5,20.0,10.4,1.6,4.5,0.199
Orange,Spoiled,28.4,66.1,1535.9,1003.9,328.8,102.3,248.3,0.674
Apple,Moderately Fresh,19.9,55.9,412.6,91.6,33.3,9.1,24.7,0.333
Orange,Spoiled,25.2,76.2,1796.1,964.8,342.4,90.3,185.3,0.726
Apple,Moderately Fresh,21.1,53.1,462.2,53.3,34.5,6.8,17.9,0.404
Banana,Spoiled,24.7,69.6,1707.4,830.2,304.4,67.8,170.5,0.95
Apple,Fresh,26.1,88.3,222.6,20.1,5.1,3.5,6.6,0.116
Apple,Moderately Fresh,26.9,80.2,474.0,86.5,24.6,10.7,20.8,0.51
Apple,Spoiled,28.9,57.6,2181.6,842.1,332.7,114.4,204.6,0.848
Apple,Moderately Fresh,16.1,53.2,394.9,76.4,31.9,9.8,18.5,0.621
Banana,Moderately Fresh,31.1,80.7,571.6,90.1,56.9,9.7,47.5,0.272
Orange,Moderately Fresh,14.6,71.2,423.4,55.0,15.8,9.0,21.4,0.263
Apple,Fresh,17.3,85.8,150.7,19.7,10.4,3.1,6.6,0.113
Banana,Moderately Fresh,14.0,67.0,449.7,45.6,34.3,9.6,38.4,0.348
Banana,Fresh,26.8,66.0,189.0,17.9,15.8,2.6,3.4,0.033
Banana,Moderately Fresh,15.2,82.3,362.7,49.7,37.2,10.7,39.0,0.401
Apple,Moderately Fresh,28.8,74.6,563.9,57.3,36.4,16.6,17.9,0.449
Apple,Moderately Fresh,12.9,60.4,329.0,73.1,15.3,9.0,14.6,0.449
Apple,Fresh,24.7,71.3,191.8,10.0,5.9,2.5,3.3,0.245
Apple,Moderately Fresh,14.8,85.9,549.7,55.7,39.9,8.3,17.6,0.349
Orange,Moderately Fresh,20.5,55.0,374.6,89.0,19.1,14.1,10.7,0.611
Banana,Fresh,18.7,82.7,176.8,26.8,11.1,1.6,4.8,0.136
Banana,Moderately Fresh,20.3,86.1,567.3,74.4,38.1,8.8,31.5,0.265
Banana,Moderately Fresh,23.0,54.7,452.3,91.8,50.8,11.2,37.3,0.536
Apple,Spoiled,26.3,60.4,2366.8,771.9,172.6,104.3,237.6,0.839
Apple,Fresh,12.3,50.9,203.5,17.5,9.9,2.5,2.6,0.062
Orange,Spoiled,30.1,88.1,1926.8,990.1,316.4,123.4,202.0,0.673
Apple,Fresh,15.1,71.7,184.2,20.3,13.0,2.5,1.7,0.077
Apple,Moderately Fresh,19.3,73.6,371.7,80.8,17.4,11.0,21.2,0.327
Apple,Moderately Fresh,17.8,54.4,418.6,62.2,19.6,8.6,21.0,0.481
Apple,Fresh,14.6,51.8,143.4,24.6,7.1,2.8,4.2,0.006
Apple,Moderately Fresh,17.8,58.8,334.5,94.5,33.4,8.2,23.7,0.541
Apple,Moderately Fresh,23.6,59.6,548.7,70.3,26.5,11.0,19.9,0.583
Orange,Moderately Fresh,20.9,56.7,427.1,63.2,34.9,9.1,11.3,0.523
Banana,Spoiled,13.0,67.8,989.7,722.1,270.0,55.3,161.9,0.773
Banana,Moderately Fresh,28.8,58.5,565.8,74.8,62.9,15.4,40.5,0.55
Banana,Moderately Fresh,17.5,80.2,372.3,71.7,44.2,9.4,35.3,0.595
Apple,Moderately Fresh,12.9,54.6,408.3,77.3,16.9,11.7,17.3,0.455
Banana,Spoiled,12.6,88.8,1311.0,640.8,256.4,71.7,226.3,0.691
Apple,Spoiled,21.5,57.4,1339.5,803.3,154.7,70.4,139.6,0.867
Apple,Moderately Fresh,18.0,76.5,408.0,67.2,24.7,6.0,14.3,0.54
Banana,Fresh,28.4,72.1,182.3,23.2,8.1,3.1,4.8,0.002
Banana,Moderately Fresh,24.5,50.8,594.7,64.9,51.1,7.5,40.7,0.576
Orange,Spoiled,25.6,83.7,1627.8,1071.7,320.2,103.3,207.2,0.708
Orange,Moderately Fresh,29.7,73.2,595.0,95.7,28.7,14.5,14.5,0.346
Apple,Fresh,27.5,64.1,176.1,32.9,10.3,4.7,5.0,0.193
Orange,Spoiled,18.9,76.9,1037.8,909.0,176.1,111.2,181.9,0.685
Apple,Spoiled,15.5,55.6,1101.8,560.7,239.2,82.8,154.3,0.984
Orange,Moderately Fresh,15.5,89.0,414.6,69.9,10.7,13.0,18.5,0.631
Banana,Fresh,20.8,62.4,203.9,22.0,12.7,3.4,2.7,0.067
Orange,Spoiled,24.4,66.1,1353.7,1186.4,247.7,84.7,186.4,0.812
Orange,Moderately Fresh,14.9,50.8,392.6,62.8,24.6,12.0,19.6,0.287
Apple,Fresh,30.0,56.3,264.0,26.9,11.7,2.9,6.3,0.104
Apple,Spoiled,28.7,65.0,1302.1,1094.2,339.1,82.0,263.3,0.853
Apple,Moderately Fresh,15.4,79.8,407.5,40.1,23.6,11.1,14.8,0.573
Apple,Spoiled,22.5,56.8,1953.8,844.4,268.8,95.2,221.1,0.918
Banana,Spoiled,14.8,85.1,1076.1,715.6,242.1,59.7,178.4,0.925
Banana,Fresh,15.2,52.2,156.8,18.3,7.6,2.3,4.9,0.068
Orange,Moderately Fresh,17.6,77.1,401.1,60.7,30.5,9.7,16.2,0.467
Apple,Moderately Fresh,14.7,89.0,360.8,44.4,20.1,10.2,12.1,0.377
Apple,Spoiled,28.1,59.9,1988.1,863.6,310.6,86.7,247.7,0.855
Apple,Moderately Fresh,19.1,68.1,412.7,60.4,20.9,9.1,17.8,0.364
Banana,Fresh,27.8,69.1,260.9,29.9,8.9,4.9,7.8,0.036
Orange,Fresh,17.7,58.5,175.6,16.7,10.0,2.3,4.1,0.183
Orange,Spoiled,25.1,50.2,2258.5,891.0,277.0,72.9,260.2,0.865
Orange,Moderately Fresh,26.3,50.8,450.6,64.3,22.3,15.6,30.6,0.481
Banana,Spoiled,15.4,61.7,1455.5,643.2,167.7,76.6,183.0,0.875
Apple,Moderately Fresh,13.3,71.9,466.0,66.4,24.6,9.3,14.6,0.516
Orange,Moderately Fresh,19.6,65.6,398.3,80.2,20.7,12.3,17.5,0.415
Orange,Fresh,22.1,78.4,157.1,23.8,7.9,3.1,4.5,0.238
Orange,Fresh,27.3,52.9,196.7,21.9,8.4,2.1,8.5,0.12
Apple,Moderately Fresh,21.8,89.6,450.7,96.6,28.8,10.2,25.8,0.436
Orange,Spoiled,28.2,75.4,1766.9,1339.9,240.8,59.9,214.2,0.836
Orange,Fresh,18.9,77.5,189.2,23.1,11.7,1.1,6.0,0.01
Banana,Moderately Fresh,19.9,66.7,436.8,66.7,45.7,8.1,29.2,0.494
Banana,Fresh,21.0,68.3,150.7,19.7,12.5,3.2,4.3,0.098
Orange,Fresh,17.6,89.1,149.9,12.2,11.0,2.1,6.3,0.055
Apple,Spoiled,16.4,77.7,1686.5,543.0,239.1,88.9,118.6,0.931
Orange,Moderately Fresh,26.2,61.4,508.1,67.9,34.4,11.3,26.6,0.491
Banana,Moderately Fresh,22.4,82.8,412.5,70.9,45.5,8.1,33.4,0.522
Orange,Spoiled,13.6,54.5,1457.6,855.5,198.3,73.2,160.8,0.721
Orange,Moderately Fresh,19.2,70.1,445.1,60.8,22.4,11.6,15.9,0.309
Orange,Spoiled,22.1,62.2,1426.4,1041.4,358.8,85.8,175.8,0.948
Orange,Fresh,14.4,57.8,148.2,13.0,8.5,1.3,3.2,0.082
Banana,Fresh,12.3,61.4,166.9,6.8,9.3,2.3,4.5,0.218
Orange,Spoiled,18.6,64.2,1468.1,680.0,248.8,70.6,150.5,0.992
Apple,Fresh,20.0,75.4,178.8,17.3,12.0,3.2,4.5,0.038
Orange,Spoiled,15.7,89.6,1212.1,669.0,170.7,89.7,168.3,0.925
Orange,Spoiled,21.5,69.9,1715.8,775.7,259.1,81.0,177.7,0.769
Banana,Spoiled,16.6,82.3,900.5,791.1,265.4,75.4,170.2,0.808
Banana,Moderately Fresh,29.9,57.4,554.3,68.8,55.1,12.9,35.3,0.275
Banana,Spoiled,25.5,82.2,1475.6,985.3,308.7,84.4,227.6,0.758
Banana,Fresh,21.0,64.9,159.7,29.5,11.3,3.4,2.8,0.204
Apple,Fresh,17.2,79.6,154.8,23.8,11.3,2.2,5.7,0.124
Orange,Moderately Fresh,18.6,72.1,410.5,52.8,18.2,10.9,14.7,0.265
